90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	11900
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	11900
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	11900
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	11900
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	11900
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	11900
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	11900
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
90000: 1 	12000	0	12000
